seed,box_hash,exact_family_agreement_fraction,exact_family_agreement_inputs,exact_seconds,family,maximum_final_logit_interval_width,median_final_logit_interval_width,member_count,member_semantics_hashes,observed_unsound_certificates,p90_final_logit_interval_width,samples,static_certified_fraction,static_certified_inputs,static_seconds
3141,46e16da88852a106b08ad7a4b58c741d6d2d3a5ea0a4eb35b8912721c9c135fe,0.984375,126,0.19500810001045465,reset,5.678830018732697,1.0740351669955999,2,"['414b9d77d679005e3ab7049b66099bd5419433ac57c87eabe6e77228bbba68c1', '4d508a4e452afb56ebcb40f2095ee460674fc41e941cdbb4bdcf0392280ae97f']",0,2.7124663357622922,128,0.984375,126,0.1609308000188321
3141,d5e8343d5f2db43f9baadc1dd82a8dec788a9ec08d288fd8122ff4a1b1af38fb,0.984375,126,0.19385919999331236,integration,4.758238083217293,0.9792564283707179,2,"['414b9d77d679005e3ab7049b66099bd5419433ac57c87eabe6e77228bbba68c1', 'ed50d0133275a0dcea83cfa79a182d87299e863842dbc97b1e85017ebd4492f3']",0,2.359600705793128,128,0.984375,126,0.13704289984889328
3141,fd7642b922760a5b7b487921b39d48dc1739013e407a713da2657bebf37ab4a8,1.0,128,0.1965504998806864,timing,0.0,0.0,2,"['414b9d77d679005e3ab7049b66099bd5419433ac57c87eabe6e77228bbba68c1', '2d7df78ec6c8db877e3404e66b2585a2350499ec0bebedae44a21fb990960295']",0,0.0,128,1.0,128,0.12974329991266131
3141,732fc36562002d4ff9a61c0af5d19d783c008135dac91ce7ea3639e191e7fd32,1.0,128,0.17631129990331829,delay,0.0,0.0,2,"['414b9d77d679005e3ab7049b66099bd5419433ac57c87eabe6e77228bbba68c1', '506328f5f688e853fedf1ba40e3f14333f305df5f5cfeae7db2b7cffe3ff4667']",0,0.0,128,1.0,128,0.1261820001527667
3141,ff1e52035f7c29b74ebe9b65272c73af3cbce6a4e60c0be79f271911df3ce69c,0.984375,126,1.0067068999633193,full,8.3963076248765,2.171142854494974,16,"['414b9d77d679005e3ab7049b66099bd5419433ac57c87eabe6e77228bbba68c1', '506328f5f688e853fedf1ba40e3f14333f305df5f5cfeae7db2b7cffe3ff4667', '4d508a4e452afb56ebcb40f2095ee460674fc41e941cdbb4bdcf0392280ae97f', '7db1f1b43f697a8550a62fa03faabc574a8c8e0779457f8362c693c43c65c746', '2d7df78ec6c8db877e3404e66b2585a2350499ec0bebedae44a21fb990960295', 'e238fb3035f02e3a53322818408a4b0ab2eab83d7015d7b36ba1f40b46d216a7', 'b405ff987a778fd3da38713609359bbf352e36f56fdb18abdb43ea2c89c8af35', 'be2c47fd653f36dd52ef81e3bb1412d92b03c26be45db023deb6cf87245d65ff', 'ed50d0133275a0dcea83cfa79a182d87299e863842dbc97b1e85017ebd4492f3', '43628b98f57e5dcad68a230461a79b46d52c0fe094ed8d2217b5186331356adf', 'c7446c2b53813fbba989999169770f1271e53ba3f02081090fa64fd4c97ec71d', '2b25ae05766213663dd7cea58d31c3722f85b4a6e1df173affbf8a33c030f36e', '0b15e288755ec19a981346126b85513adab80d36108dfaf62aecb653a721070d', '41dc4338bcc2fa000188b3cc0e6a09ce6c70b00f27849d33d4c2fcd9521f03e6', 'aa596ec4ed2e62e783164df9cc5949cd063c1a755167b2cb69cbf1ede4c1a652', '7275871ecce0b99d8d3cfe86dc7843f7863b464e3a4e494c8f11abb6e85c9a10']",0,4.238949829962532,128,0.984375,126,0.3244985998608172
5772,46e16da88852a106b08ad7a4b58c741d6d2d3a5ea0a4eb35b8912721c9c135fe,1.0,128,0.18943100003525615,reset,6.106269996089395,0.8783717157784849,2,"['414b9d77d679005e3ab7049b66099bd5419433ac57c87eabe6e77228bbba68c1', '4d508a4e452afb56ebcb40f2095ee460674fc41e941cdbb4bdcf0392280ae97f']",0,2.5002724660036626,128,0.9765625,125,0.1683501999359578
5772,d5e8343d5f2db43f9baadc1dd82a8dec788a9ec08d288fd8122ff4a1b1af38fb,1.0,128,0.19335770001634955,integration,4.104378936812282,0.7542345519177616,2,"['414b9d77d679005e3ab7049b66099bd5419433ac57c87eabe6e77228bbba68c1', 'ed50d0133275a0dcea83cfa79a182d87299e863842dbc97b1e85017ebd4492f3']",0,1.9132283204293359,128,0.9921875,127,0.15315210004337132
5772,fd7642b922760a5b7b487921b39d48dc1739013e407a713da2657bebf37ab4a8,1.0,128,0.18947749980725348,timing,0.0,0.0,2,"['414b9d77d679005e3ab7049b66099bd5419433ac57c87eabe6e77228bbba68c1', '2d7df78ec6c8db877e3404e66b2585a2350499ec0bebedae44a21fb990960295']",0,0.0,128,1.0,128,0.14443100010976195
5772,732fc36562002d4ff9a61c0af5d19d783c008135dac91ce7ea3639e191e7fd32,1.0,128,0.19246200006455183,delay,0.0,0.0,2,"['414b9d77d679005e3ab7049b66099bd5419433ac57c87eabe6e77228bbba68c1', '506328f5f688e853fedf1ba40e3f14333f305df5f5cfeae7db2b7cffe3ff4667']",0,0.0,128,1.0,128,0.13663850002922118
5772,ff1e52035f7c29b74ebe9b65272c73af3cbce6a4e60c0be79f271911df3ce69c,0.984375,126,1.0114927999675274,full,7.60195184207987,1.8230143268592656,16,"['414b9d77d679005e3ab7049b66099bd5419433ac57c87eabe6e77228bbba68c1', '506328f5f688e853fedf1ba40e3f14333f305df5f5cfeae7db2b7cffe3ff4667', '4d508a4e452afb56ebcb40f2095ee460674fc41e941cdbb4bdcf0392280ae97f', '7db1f1b43f697a8550a62fa03faabc574a8c8e0779457f8362c693c43c65c746', '2d7df78ec6c8db877e3404e66b2585a2350499ec0bebedae44a21fb990960295', 'e238fb3035f02e3a53322818408a4b0ab2eab83d7015d7b36ba1f40b46d216a7', 'b405ff987a778fd3da38713609359bbf352e36f56fdb18abdb43ea2c89c8af35', 'be2c47fd653f36dd52ef81e3bb1412d92b03c26be45db023deb6cf87245d65ff', 'ed50d0133275a0dcea83cfa79a182d87299e863842dbc97b1e85017ebd4492f3', '43628b98f57e5dcad68a230461a79b46d52c0fe094ed8d2217b5186331356adf', 'c7446c2b53813fbba989999169770f1271e53ba3f02081090fa64fd4c97ec71d', '2b25ae05766213663dd7cea58d31c3722f85b4a6e1df173affbf8a33c030f36e', '0b15e288755ec19a981346126b85513adab80d36108dfaf62aecb653a721070d', '41dc4338bcc2fa000188b3cc0e6a09ce6c70b00f27849d33d4c2fcd9521f03e6', 'aa596ec4ed2e62e783164df9cc5949cd063c1a755167b2cb69cbf1ede4c1a652', '7275871ecce0b99d8d3cfe86dc7843f7863b464e3a4e494c8f11abb6e85c9a10']",0,3.545448507380208,128,0.9609375,123,0.31918810005299747
8119,46e16da88852a106b08ad7a4b58c741d6d2d3a5ea0a4eb35b8912721c9c135fe,1.0,128,0.179437099955976,reset,5.129395158961415,1.0990793760865927,2,"['414b9d77d679005e3ab7049b66099bd5419433ac57c87eabe6e77228bbba68c1', '4d508a4e452afb56ebcb40f2095ee460674fc41e941cdbb4bdcf0392280ae97f']",0,2.821087156981231,128,0.984375,126,0.15600309986621141
8119,d5e8343d5f2db43f9baadc1dd82a8dec788a9ec08d288fd8122ff4a1b1af38fb,1.0,128,0.20159589988179505,integration,5.234924538992345,0.9223971290048212,2,"['414b9d77d679005e3ab7049b66099bd5419433ac57c87eabe6e77228bbba68c1', 'ed50d0133275a0dcea83cfa79a182d87299e863842dbc97b1e85017ebd4492f3']",0,2.331894063204528,128,0.9921875,127,0.1420985998120159
8119,fd7642b922760a5b7b487921b39d48dc1739013e407a713da2657bebf37ab4a8,1.0,128,0.185869500041008,timing,0.0,0.0,2,"['414b9d77d679005e3ab7049b66099bd5419433ac57c87eabe6e77228bbba68c1', '2d7df78ec6c8db877e3404e66b2585a2350499ec0bebedae44a21fb990960295']",0,0.0,128,1.0,128,0.13620509998872876
8119,732fc36562002d4ff9a61c0af5d19d783c008135dac91ce7ea3639e191e7fd32,1.0,128,0.18053420004434884,delay,0.0,0.0,2,"['414b9d77d679005e3ab7049b66099bd5419433ac57c87eabe6e77228bbba68c1', '506328f5f688e853fedf1ba40e3f14333f305df5f5cfeae7db2b7cffe3ff4667']",0,0.0,128,1.0,128,0.1297001000493765
8119,ff1e52035f7c29b74ebe9b65272c73af3cbce6a4e60c0be79f271911df3ce69c,0.9765625,125,1.0090963998809457,full,7.985735843889415,2.174143154756166,16,"['414b9d77d679005e3ab7049b66099bd5419433ac57c87eabe6e77228bbba68c1', '506328f5f688e853fedf1ba40e3f14333f305df5f5cfeae7db2b7cffe3ff4667', '4d508a4e452afb56ebcb40f2095ee460674fc41e941cdbb4bdcf0392280ae97f', '7db1f1b43f697a8550a62fa03faabc574a8c8e0779457f8362c693c43c65c746', '2d7df78ec6c8db877e3404e66b2585a2350499ec0bebedae44a21fb990960295', 'e238fb3035f02e3a53322818408a4b0ab2eab83d7015d7b36ba1f40b46d216a7', 'b405ff987a778fd3da38713609359bbf352e36f56fdb18abdb43ea2c89c8af35', 'be2c47fd653f36dd52ef81e3bb1412d92b03c26be45db023deb6cf87245d65ff', 'ed50d0133275a0dcea83cfa79a182d87299e863842dbc97b1e85017ebd4492f3', '43628b98f57e5dcad68a230461a79b46d52c0fe094ed8d2217b5186331356adf', 'c7446c2b53813fbba989999169770f1271e53ba3f02081090fa64fd4c97ec71d', '2b25ae05766213663dd7cea58d31c3722f85b4a6e1df173affbf8a33c030f36e', '0b15e288755ec19a981346126b85513adab80d36108dfaf62aecb653a721070d', '41dc4338bcc2fa000188b3cc0e6a09ce6c70b00f27849d33d4c2fcd9521f03e6', 'aa596ec4ed2e62e783164df9cc5949cd063c1a755167b2cb69cbf1ede4c1a652', '7275871ecce0b99d8d3cfe86dc7843f7863b464e3a4e494c8f11abb6e85c9a10']",0,4.245880286535249,128,0.9609375,123,0.3427528999745846
